station,X,Y
OMV.CSZ,1.269,1.808
OMV.CTD,-2.556,0.798
OMV.CTH,1.759,2.911
OMV.CTI,3.752,-2.422
OMV.CTK,-4.484,-4.098
OMV.CTL,-3.293,-2.477
OMV.CTN,2.098,-0.761
OMV.CTO,1.772,-2.191
OMV.CTP,-4.37,-1.618
OMV.CTQ,0.615,-2.905
OMV.CTV,-3.128,-2.574
OMV.CTW,-4.208,-1.25
OMV.CTX,-1.183,3.24
OMV.CTY,-0.523,3.78
OMV.CUD,1.005,-2.207
OMV.CUE,-4.07,4.461
OMV.CUF,4.469,1.316
OMV.CUH,3.075,0.521
OMV.CUK,-0.583,-1.742
OMV.CUM,0.965,3.834
OMV.CUO,1.465,-4.328
OMV.CUP,4.375,-3.249
OMV.CUR,-4.115,0.081
OMV.CUS,-0.192,-0.346
OMV.CUU,-0.732,2.727
OMV.CUY,2.633,1.475
OMV.CVB,3.556,2.789
OMV.CVC,1.566,3.486
OMV.CVD,-0.083,-3.648
OMV.CVF,-1.271,-2.962
OMV.CVI,-3.761,1.5
OMV.CVM,3.279,-1.913
OMV.CVN,1.369,-0.566
OMV.CVO,1.521,4.211
OMV.CVP,0.816,-2.56
OMV.CVR,-2.197,-2.422
OMV.CVW,-1.63,1.184
OMV.CVX,1.078,-0.86
OMV.CVY,4.397,3.686
OMV.CVZ,4.374,-0.469
OMV.CWC,3.122,2.579
OMV.CWD,-1.53,1.356
OMV.CWF,-4.25,-0.533
OMV.CWG,2.59,4.048
OMV.CWI,-1.515,-2.588
OMV.CWM,-1.444,-0.314
OMV.CWP,2.365,3.484
OMV.CWQ,4.283,3.29
OMV.CWR,1.852,0.337
OMV.CWU,-2.175,2.196
OMV.CWV,-2.895,-2.247
OMV.CWX,-0.076,-2.502
OMV.CWY,2.149,3.379
OMV.CXD,-1.963,-3.262
OMV.CXF,1.549,-1.827
OMV.CXI,1.417,0.332
OMV.CXK,0.571,1.752
OMV.CXM,-4.445,-0.88
OMV.CXO,-4.331,3.926
OMV.CXT,-2.971,-0.35
OMV.CXU,1.599,1.152
OMV.CXW,2.415,1.37
OMV.CXZ,-3.386,-3.256
OMV.CYA,0.96,-3.107
OMV.CYE,1.804,-4.067
OMV.CYF,0.24,-3.15
OMV.CYI,3.406,4.265
OMV.CYK,3.295,-2.386
OMV.CYM,-2.005,0.939
OMV.CYN,2.014,3.454
OMV.CYO,2.018,3.917
OMV.CYQ,-2.638,-0.544
OMV.CYS,1.83,1.943
OMV.CYT,3.537,-4.157
OMV.CYY,-0.491,0.751
OMV.CZC,-0.724,-2.819
OMV.CZD,-2.196,3.366
OMV.CZE,-1.866,4.331
OMV.CZI,-1.595,-3.93
OMV.CZK,1.934,-2.287
OMV.CZM,-1.089,0.173
OMV.CZN,0.761,2.104
OMV.CZT,-2.554,3.806
OMV.CZV,-2.426,3.963
OMV.CZW,1.952,-2.759
OMV.DAC,-1.867,-1.92
OMV.DAE,-4.178,3.132
OMV.DAF,-3.556,-2.787
OMV.DAJ,-0.445,-2.749
OMV.DAK,-1.242,0.262
OMV.DAP,1.687,-3.065
OMV.DAS,-1.654,-4.128
OMV.DAT,-4.263,-2.144
OMV.DAX,2.903,1.794
OMV.DBA,-2.945,-1.06
OMV.DBB,-0.613,-2.651
OMV.DBD,3.75,4.065
OMV.DBE,1.461,1.232
OMV.DBF,-0.544,-0.611
OMV.DBJ,2.966,1.048
OMV.DBK,4.234,-1.082
OMV.DBL,2.263,-2.478
OMV.DBM,1.598,-3.941
OMV.DBP,4.177,2.195
OMV.DBQ,2.646,2.162
OMV.DBS,-3.435,-0.311
OMV.DBW,2.89,0.63
OMV.DCC,4.178,1.961
OMV.DCE,3.655,-3.292
OMV.DCF,-0.599,1.74
OMV.DCN,3.675,-3.535
OMV.DCR,-0.907,2.846
OMV.DCU,-3.879,-3.757
OMV.DCY,-2.488,1.684
OMV.DCZ,-2.581,0.349
OMV.DDC,4.469,-0.062
OMV.DDD,1.266,3.199
OMV.DDE,-0.47,-3.892
OMV.DDF,3.688,0.628
OMV.DDH,3.872,-2.955
OMV.DDK,-4.46,0.287
OMV.DDM,0.013,-1.159
OMV.DDO,-0.224,4.068
OMV.DDQ,2.03,-3.73
OMV.DDS,-3.165,4.394
OMV.DDT,-3.221,1.648
OMV.DDZ,-3.714,-2.464
OMV.DEA,-3.862,1.327
OMV.DEC,1.465,0.535
OMV.DED,-2.108,-4.095
OMV.DEF,2.862,1.341
OMV.DEJ,-1.126,2.048
OMV.DEK,0.857,1.816
OMV.DEN,-3.556,-3.714
OMV.DEO,-3.041,-1.235
OMV.DEP,4.165,2.432
OMV.DEV,3.114,3.741
OMV.DEX,3.026,-1.534
OMV.DEY,-3.297,4.239
OMV.DFA,-2.048,-1.12
OMV.DFB,-0.189,1.269
OMV.DFG,-1.349,1.251
OMV.DFM,-4.213,-0.089
OMV.DFN,2.966,-1.963
OMV.DFO,-0.159,3.799
OMV.DFP,-3.801,2.676
OMV.DFQ,2.287,-2.029
OMV.DFR,3.421,-2.46
OMV.DFS,3.05,2.852
OMV.DFU,3.276,-0.291
OMV.DFY,-0.054,3.506
OMV.DFZ,3.56,-1.383
OMV.DGB,1.583,0.235
OMV.DGF,-4.383,-1.148
OMV.DGG,-1.609,-4.386
OMV.DGJ,2.975,-2.431
OMV.DGK,0.902,3.181
OMV.DGM,4.086,2.942
OMV.DGO,1.126,-2.046
OMV.DGR,2.52,2.004
OMV.DGV,0.688,-1.315
OMV.DGY,2.128,-0.315
OMV.DHC,-2.022,3.959
OMV.DHH,-3.021,-3.099
OMV.DHJ,-1.353,-2.683
OMV.DHK,3.342,3.842
OMV.DHM,-3.171,0.924
OMV.DHQ,2.457,-2.128
OMV.DHS,1.197,0.591
OMV.DHY,2.6,0.574
OMV.DIC,0.496,-1.909
OMV.DID,-0.851,3.743
OMV.DIF,1.997,-0.933
OMV.DIG,-0.301,4.343
OMV.DIK,3.205,-4.418
OMV.DIL,4.17,3.587
OMV.DIM,-2.524,0.084
OMV.DIU,3.977,1.172
OMV.DIV,-4.353,-0.702
OMV.DIW,-4.228,-0.999
OMV.DJD,-0.267,-1.241
OMV.DJF,0.215,-3.599
OMV.DJG,0.597,3.357
OMV.DJH,-2.752,-3.024
OMV.DJQ,1.075,2.616
OMV.DJU,-0.859,0.502
OMV.DJY,0.78,-1.149
OMV.DKD,-2.869,4.221
OMV.DKF,-2.812,1.41
OMV.DKG,2.527,3.164
OMV.DKH,4.258,3.073
OMV.DKI,0.454,2.05
OMV.DKJ,1.539,0.956
OMV.DKK,2.141,-1.48
OMV.DKQ,0.386,3.017
OMV.DKT,-2.394,-0.918
OMV.DKV,-2.915,3.322
OMV.DLD,0.784,4.176
OMV.DLF,4.344,0.706
OMV.DLJ,-0.185,-1.975
OMV.DLM,-4.266,2.719
OMV.DLO,0.851,3.44
OMV.DLY,0.588,-3.352
OMV.DMA,3.348,-3.578
OMV.DMB,-2.072,1.21
OMV.DMD,-4.409,1.183
OMV.DME,-1.17,-2.79
OMV.DMK,-3.234,-3.439
OMV.DML,4.258,3.767
OMV.DMM,-2.849,-2.505
OMV.DMO,-4.407,3.265
OMV.DMS,1.422,0.096
OMV.DMT,-1.652,0.733
OMV.DMW,-1.318,0.539
OMV.DMX,3.095,2.13
OMV.DMY,-2.632,3.388
OMV.DNB,-0.79,3.009
OMV.DNF,-2.318,-0.499
OMV.DNG,-2.845,1.887
OMV.DNH,-2.869,-4.115
OMV.DNI,-1.587,0.464
OMV.DNM,0.557,-3.797
OMV.DNN,2.529,-2.402
OMV.DNS,-2.605,-3.805
OMV.DNT,-3.977,2.32
OMV.DNU,-1.118,3.663
OMV.DNW,-4.466,-2.488
OMV.DNX,-0.344,-0.72
OMV.DNY,-2.179,-2.895
OMV.DNZ,1.494,3.761
OMV.DOH,1.013,3.346
OMV.DOK,2.242,-1.308
OMV.DOM,1.752,-0.559
OMV.DOR,-1.865,3.404
OMV.DOS,-0.883,-0.641
OMV.DPA,-2.016,-2.76
OMV.DPC,3.084,3.294
OMV.DPD,-1.81,-3.574
OMV.DPF,-2.71,2.508
OMV.DPG,-1.69,-0.402
OMV.DPH,2.294,2.367
OMV.DPK,-0.375,-0.243
OMV.DPL,-1.235,2.808
OMV.DPR,2.97,-2.887
OMV.DPS,4.191,-3.605
OMV.DPT,-0.131,4.246
OMV.DPV,4.385,2.765
OMV.DPX,0.435,2.758
OMV.DPY,-1.557,0.912
OMV.DPZ,-2.401,-3.63
OMV.DQB,-1.141,-0.491
OMV.DQD,-0.096,2.141
OMV.DQF,-1.359,3.11
OMV.DQG,0.144,-1.727
OMV.DQH,0.067,-2.817
OMV.DQL,3.95,1.863
OMV.DQM,3.162,-3.698
OMV.DQO,-3.75,0.336
OMV.DQP,1.588,-3.279
OMV.DQQ,3.112,1.361
OMV.DQR,0.814,-3.716
OMV.DQT,2.746,-0.444
OMV.DQU,-0.901,2.611
OMV.DQX,1.983,0.233
OMV.DRA,-4.048,-2.037
OMV.DRD,2.868,-3.066
OMV.DRE,-2.61,2.681
OMV.DRF,2.908,3.863
OMV.DRG,-0.551,-2.919
OMV.DRH,0.156,1.068
OMV.DRK,-1.098,-0.285
OMV.DRM,1.544,3.275
OMV.DRN,-1.731,-3.389
OMV.DRO,1.698,-3.538
OMV.DRR,4.372,-3.689
OMV.DRS,-2.026,-2.29
OMV.DRU,2.133,-2.634
OMV.DRV,1.077,4.236
OMV.DRW,2.151,1.756
OMV.DRY,3.451,3.545
OMV.DRZ,0.215,1.497
OMV.DSA,-3.782,-0.108
OMV.DSB,-1.943,-3.728
OMV.DSD,0.705,0.053
OMV.DSF,2.701,1.184
OMV.DSG,3.828,-1.777
OMV.DSM,-1.132,1.355
OMV.DSO,-3.92,3.213
OMV.DSQ,2.518,3.857
OMV.DSS,1.759,2.911
OMV.DST,0.327,0.968
OMV.DSZ,3.335,1.527
OMV.DTA,-3.675,0.06
OMV.DTB,-3.699,4.01
OMV.DTC,4.226,4.474
OMV.DTE,-2.603,1.981
OMV.DTH,-3.934,1.601
OMV.DTK,-0.325,-2.125
OMV.DTL,1.534,1.422
OMV.DTM,4.071,0.634
OMV.DTO,1.746,3.383
OMV.DTP,2.818,-2.339
OMV.DTQ,3.503,-1.118
OMV.DTR,2.561,3.6
OMV.DTT,0.918,2.013
OMV.DTU,2.121,-4.248
OMV.DUD,4.416,0.433
OMV.DUJ,4.004,-0.948
OMV.DUL,-1.032,1.757
OMV.DUO,-2.13,2.401
OMV.DUQ,-3.692,0.765
OMV.DUX,4.08,-0.529
OMV.DUZ,-1.299,2.611
OMV.DVA,0.89,2.727
OMV.DVB,2.122,0.847
OMV.DVD,2.131,2.0
OMV.DVF,-2.306,3.198
OMV.DVH,0.817,0.219
OMV.DVI,-2.379,3.473
OMV.DVJ,1.638,-1.187
OMV.DVL,-1.858,-2.851
OMV.DVN,-0.286,-2.611
OMV.DVO,-0.244,-3.562
OMV.DVQ,-3.503,2.738
OMV.DVR,-4.425,-4.133
OMV.DVS,1.556,2.798
OMV.DVT,-4.25,0.627
OMV.DVU,-4.445,2.361
OMV.DVV,3.927,0.024
OMV.DVW,-2.566,-0.817
OMV.DVX,-0.637,1.299
OMV.DVZ,-2.552,-1.984
OMV.DWC,1.584,-2.082
OMV.DWG,2.616,-1.063
OMV.DWH,2.725,0.726
OMV.DWL,0.668,-2.01
OMV.DWN,3.859,-3.179
OMV.DWO,-3.574,-2.545
OMV.DWP,-3.95,-3.947
OMV.DWQ,-4.313,3.674
OMV.DWX,2.163,-3.345
OMV.DWZ,-1.69,-2.49
OMV.DXB,-3.569,2.885
OMV.DXC,0.187,2.675
OMV.DXD,4.124,-2.407
OMV.DXG,0.902,1.559
OMV.DXL,-3.818,-2.171
OMV.DXO,0.974,-0.336
OMV.DXS,-1.485,-4.219
OMV.DXW,-0.347,-0.028
OMV.DXX,-0.752,0.672
OMV.DXY,-2.668,-0.991
OMV.DXZ,-4.353,-1.86
OMV.DYB,0.743,2.578
OMV.DYE,3.68,1.56
OMV.DYH,-2.495,-1.092
OMV.DYJ,-3.037,-1.7
OMV.DYL,-1.121,-1.429
OMV.DYM,-3.789,-3.578
OMV.DYN,1.679,0.41
OMV.DYO,-1.314,1.694
OMV.DYQ,-3.571,4.167
OMV.DYR,-2.149,2.876
OMV.DYS,0.097,0.176
OMV.DYV,-2.298,0.415
OMV.DYZ,1.957,1.406
OMV.DZA,3.956,4.407
OMV.DZB,-1.415,-2.415
OMV.DZC,-1.684,-0.869
OMV.DZD,-2.192,-3.391
OMV.DZH,-1.991,2.552
OMV.DZK,-2.24,-2.629
OMV.DZM,0.722,-2.967
OMV.DZN,-0.633,2.928
OMV.DZQ,0.109,1.79
OMV.DZR,-1.546,1.829
OMV.DZS,2.112,2.468
OMV.DZW,-2.402,-3.229
OMV.DZX,2.248,-1.775
OMV.DZY,3.786,1.728
OMV.DZZ,-2.255,3.632
OMV.EAA,-1.987,4.17
OMV.EAC,-3.991,1.865
OMV.EAE,-2.197,-1.264
OMV.EAF,-1.76,3.343
OMV.EAH,2.011,-2.099
OMV.EAI,1.124,-3.202
OMV.EAK,1.946,2.106
OMV.EAL,1.724,1.773
OMV.EAQ,-0.615,0.128
OMV.EAV,-4.027,-0.197
OMV.EAW,-2.842,-0.194
OMV.EAX,2.989,-3.597
OMV.EAY,-3.157,2.537
OMV.EBB,-3.849,-2.616
OMV.EBG,-1.098,-3.063
OMV.EBM,-1.411,-1.029
OMV.EBN,-1.587,-2.314
OMV.EBS,3.828,-1.308
OMV.EBT,-0.917,-1.548
OMV.EBU,4.329,3.958
OMV.EBV,-4.369,3.474
OMV.EBW,-2.257,1.318
OMV.EBX,1.354,-3.568
OMV.EBZ,4.0,2.066
OMV.ECA,-3.401,-0.562
OMV.ECE,4.004,3.684
OMV.ECH,4.125,-1.25
OMV.ECJ,-1.629,-1.132
OMV.ECN,3.537,-0.212
OMV.ECO,-1.961,-2.56
OMV.ECP,1.082,1.454
OMV.ECT,3.952,0.936
OMV.ECX,1.766,-1.725
OMV.ECY,-2.257,2.475
OMV.EDA,0.902,-3.999
OMV.EDB,1.365,-1.259
OMV.EDD,3.146,-2.532
OMV.EDE,3.061,-2.724
OMV.EDG,-3.904,2.046
OMV.EDN,2.027,1.133
OMV.EDO,1.982,-2.546
OMV.EDP,1.853,-0.386
OMV.EDQ,-0.329,1.351
OMV.EDV,1.198,-1.161
OMV.EDY,0.774,0.939
OMV.EEA,0.039,-0.717
OMV.EEB,1.781,-0.113
OMV.EEC,2.245,1.003
OMV.EED,-3.15,-4.181
OMV.EEF,3.257,-0.743
OMV.EEG,2.832,2.516
OMV.EEK,3.419,-0.837
OMV.EEN,-0.681,-3.538
OMV.EEO,2.371,-0.689
OMV.EEP,1.844,4.482
OMV.EER,-3.605,-2.99
OMV.EET,2.004,-4.411
OMV.EEU,0.447,-2.807
OMV.EEX,0.831,-0.947
OMV.EFA,-1.817,4.075
OMV.EFB,-1.753,3.108
OMV.EFE,-2.549,3.109
OMV.EFH,3.136,0.943
OMV.EFN,1.878,-2.485
OMV.EFO,-4.426,-2.048
OMV.EFP,-0.49,1.908
OMV.EFQ,-1.213,0.709
OMV.EFR,0.258,-3.855
OMV.EFS,2.659,-1.783
OMV.EFX,-0.164,2.412
OMV.EGC,0.37,3.722
OMV.EGE,-1.992,-0.226
OMV.EGF,0.354,1.879
OMV.EGI,-0.753,-3.265
OMV.EGJ,4.243,0.533
OMV.EGK,0.776,-0.22
OMV.EGM,-2.878,-4.241
OMV.EGN,-0.502,3.071
OMV.EGP,3.975,3.933
OMV.EGS,-4.349,2.081
OMV.EGU,-4.005,-3.683
OMV.EGW,-4.106,-1.077
OMV.EGX,0.379,-3.926
OMV.EGY,-2.915,0.543
OMV.EGZ,-1.464,4.097
OMV.EHB,-2.608,-3.351
OMV.EHC,-1.803,3.6
OMV.EHD,0.565,-0.328
OMV.EHH,2.09,4.108
OMV.EHJ,-0.106,-0.168
OMV.EHK,-0.018,1.169
OMV.EHL,-1.012,-0.103
OMV.EHP,-1.804,-2.651
OMV.EHT,-0.335,1.816
OMV.EHZ,-2.254,-1.463
OMV.EIG,-2.422,-1.364
OMV.EIK,3.588,3.46
OMV.EIN,-2.005,-1.839
OMV.EIO,2.775,0.003
OMV.EIP,-2.687,0.179
OMV.EIT,-1.69,3.534
OMV.EIU,-3.804,-3.337
OMV.EJC,4.441,-0.74
OMV.EJE,4.392,1.373
OMV.EJG,2.127,-2.398
OMV.EJH,-3.243,1.198
OMV.EJI,-3.56,1.845
OMV.EJJ,-3.262,-3.19
OMV.EJN,3.882,4.217
OMV.EJP,3.117,-3.023
OMV.EJT,-2.797,1.169
OMV.EJW,-4.371,-3.932
OMV.EJY,-1.469,-1.226
OMV.EKC,-4.33,2.525
OMV.EKD,0.3,3.302
OMV.EKH,-0.015,1.866
OMV.EKJ,-0.58,-3.365
OMV.EKM,3.728,-2.871
OMV.EKN,-2.654,-4.008
OMV.EKO,-0.867,3.286
OMV.EKP,-2.825,0.723
OMV.EKW,-0.382,-1.165
OMV.EKX,1.179,1.165
OMV.EKY,0.198,4.294
OMV.EKZ,-4.276,4.115
OMV.ELA,1.151,3.96
OMV.ELB,-3.426,4.083
OMV.ELC,0.929,0.848
OMV.ELF,4.387,-2.793
OMV.ELG,-1.143,0.437
OMV.ELI,-1.14,-3.967
OMV.ELJ,2.231,-3.617
OMV.ELL,3.81,-0.603
OMV.ELM,-0.972,-2.442
OMV.ELN,-4.464,3.771
OMV.ELO,-2.334,2.752
OMV.ELP,-3.905,-3.973
OMV.ELR,3.326,-0.552
OMV.ELS,-2.118,1.697
OMV.ELU,-1.861,-4.026
OMV.ELW,-2.236,-1.936
OMV.ELX,1.195,3.24
OMV.ELY,0.049,-0.261
OMV.EMA,3.873,-4.114
OMV.EMF,1.744,-3.796
OMV.EMH,-1.517,2.97
OMV.EMJ,-3.032,3.853
OMV.EML,1.061,-2.934
OMV.EMM,-2.922,-1.769
OMV.EMQ,-3.378,-1.039
OMV.EMU,-4.171,-0.808
OMV.EMV,-0.825,-2.991
OMV.EMW,0.885,-0.052
OMV.EMY,1.911,0.507
OMV.EMZ,-3.951,-0.479
OMV.ENC,-0.656,3.625
OMV.ENF,-1.973,1.385
OMV.ENG,3.671,0.405
OMV.ENH,-4.28,1.802
OMV.ENP,-2.48,3.3
OMV.ENQ,-3.618,3.731
OMV.ENR,-0.738,-1.652
OMV.ENT,-0.182,-2.44
OMV.EOD,-3.43,-3.092
OMV.EOE,1.424,-2.683
OMV.EOH,3.652,-1.205
OMV.EOJ,3.407,0.559
OMV.EOK,-3.329,2.639
OMV.EOL,0.347,-2.517
OMV.EOM,1.953,-2.992
OMV.EON,4.105,1.076
OMV.EOP,3.336,-3.8
OMV.EOS,-0.983,-4.056
OMV.EOT,-1.047,0.612
OMV.EOV,-1.033,3.383
OMV.EOX,1.51,-2.965
OMV.EOY,2.507,-3.078
OMV.EOZ,1.014,1.262
OMV.EPA,0.268,2.852
OMV.EPB,0.471,0.421
OMV.EPE,1.842,4.255
OMV.EPF,-0.767,-2.099
OMV.EPG,-1.345,-3.826
OMV.EPL,-2.037,4.43
OMV.EPM,1.867,-1.552
OMV.EPO,-1.884,1.794
OMV.EPR,3.313,-2.629
OMV.EPU,3.699,3.629
OMV.EPY,-0.047,-2.055
OMV.EQA,4.0,-3.03
OMV.EQB,3.721,1.996
OMV.EQC,3.92,-2.52
OMV.EQK,4.0,-3.493
OMV.EQN,-2.728,-4.203
OMV.EQR,-0.53,1.469
OMV.EQS,0.251,0.549
OMV.EQV,-0.177,-2.674
OMV.EQX,-1.171,-1.168
OMV.EQY,0.634,3.104
OMV.ERB,-3.434,0.151
OMV.ERI,1.101,2.369
OMV.ERJ,-0.929,3.553
OMV.ERK,2.327,-2.747
OMV.ERM,1.212,0.915
OMV.ERN,-1.457,3.861
OMV.ERP,0.426,-2.1
OMV.ERQ,-2.058,-0.651
OMV.ERS,-1.468,1.089
OMV.ERT,1.288,2.723
OMV.ERU,2.258,-0.159
OMV.ERX,2.295,1.44
OMV.ESA,2.679,-1.332
OMV.ESC,-1.127,-3.509
OMV.ESD,-0.465,-1.58
OMV.ESE,-3.474,3.184
OMV.ESF,1.172,-3.925
OMV.ESH,-3.874,-0.982
OMV.ESI,3.54,1.407
OMV.ESK,1.508,-0.184
OMV.ESM,-0.848,1.654
OMV.ESP,1.94,3.732
OMV.ESQ,3.17,0.697
OMV.ESR,4.042,0.188
OMV.ESS,2.704,3.054
OMV.ESW,-1.696,-3.178
OMV.ESX,2.675,-0.171
OMV.ETD,-4.25,-3.309
OMV.ETE,3.739,-0.33
OMV.ETI,-4.249,-1.689
OMV.ETJ,2.903,3.401
OMV.ETK,-0.764,-0.943
OMV.ETL,3.521,3.734
OMV.ETO,-0.425,3.954
OMV.ETT,-0.428,3.725
OMV.ETW,-0.937,-1.993
OMV.ETX,3.295,0.874
OMV.ETY,4.101,3.859
OMV.EUA,-3.952,-0.01
OMV.EUB,-0.911,-4.33
OMV.EUC,-2.629,4.313
OMV.EUE,0.661,1.934
OMV.EUI,-0.307,-3.293
OMV.EUJ,-2.178,-1.739
OMV.EUK,2.056,-3.285
OMV.EUL,-2.523,-4.316
OMV.EUM,-1.649,-2.047
OMV.EUN,2.374,-4.166
OMV.EUQ,-3.432,0.845
OMV.EUR,2.905,-4.243
OMV.EUY,-3.086,-0.514
OMV.EVB,1.003,-3.826
OMV.EVD,4.315,-1.825
OMV.EVF,2.01,2.765
OMV.EVG,-1.452,-4.014
OMV.EVH,-1.981,2.082
OMV.EVK,1.642,3.671
OMV.EVP,2.776,2.781
OMV.EVQ,2.932,-1.711
OMV.EVR,-3.366,2.196
OMV.EVT,-2.691,-1.902
OMV.EVU,-2.438,0.96
OMV.EVX,1.32,-1.696
OMV.EVY,0.732,-1.589
OMV.EWB,1.027,-4.072
OMV.EWD,-3.938,0.445
OMV.EWE,-1.256,-1.35
OMV.EWG,-1.514,-0.505
OMV.EWL,0.675,3.543
OMV.EWR,-3.335,0.325
OMV.EWT,-0.766,3.458
OMV.EWU,1.637,-2.344
OMV.EWX,0.627,4.266
OMV.EWY,0.082,-4.215
OMV.EWZ,0.601,1.04
OMV.EXC,3.697,-1.927
OMV.EXE,2.429,0.204
OMV.EXF,3.896,-2.044
OMV.EXI,2.639,0.082
OMV.EXK,-3.696,2.388
OMV.EXP,2.366,-1.843
OMV.EXQ,3.464,2.383
OMV.EXU,-4.121,-2.69
OMV.EXW,3.958,2.785
OMV.EYA,4.034,-2.355
OMV.EYD,-3.314,-4.086
OMV.EYF,-3.25,2.128
OMV.EYG,-1.346,-0.14
OMV.EYH,1.358,3.608
OMV.EYK,-3.662,-1.1
OMV.EYM,-0.436,-2.986
OMV.EYN,-2.069,3.524
OMV.EYP,2.237,0.315
OMV.EYR,-1.407,-3.346
OMV.EYS,0.713,-0.647
OMV.EYT,-0.611,0.589
OMV.EYW,1.559,-3.688
OMV.EYX,0.758,-3.452
OMV.EYY,4.313,3.504
OMV.EZA,-2.281,-2.836
OMV.EZC,1.223,-1.871
OMV.EZG,1.137,-0.431
OMV.EZH,-0.206,-3.121
OMV.EZK,1.305,-3.308
OMV.EZL,2.246,-4.322
OMV.EZN,-2.761,4.158
OMV.EZO,0.235,-0.368
OMV.EZQ,1.865,-1.319
OMV.EZR,2.329,0.031
OMV.EZZ,1.511,2.361
OMV.FAA,-3.372,0.579
OMV.FAD,-2.533,3.562
OMV.FAG,-0.976,-0.585
OMV.FAH,0.79,3.74
OMV.FAM,2.792,4.396
OMV.FAO,0.501,3.183
OMV.FAQ,3.909,-4.367
OMV.FAR,-0.264,-2.856
OMV.FAS,-4.109,-2.233
OMV.FAU,-0.222,2.886
OMV.FAV,-4.416,4.22
OMV.FAX,-0.506,2.606
OMV.FBB,3.327,4.081
OMV.FBC,-1.861,-1.232
OMV.FBE,0.132,-4.476
OMV.FBJ,2.62,4.493
OMV.FBK,3.472,2.607
OMV.FBM,-1.502,2.035
OMV.FBO,1.684,2.26
OMV.FBR,2.68,-2.939
OMV.FBV,-2.713,1.815
OMV.FCB,-1.89,-0.054
OMV.FCD,-2.396,-4.39
OMV.FCE,-2.432,3.735
OMV.FCF,-3.171,3.239
OMV.FCG,2.255,0.769
OMV.FCH,-3.473,0.406
OMV.FCN,-0.968,0.334
OMV.FCP,3.636,-2.101
OMV.FCQ,-0.057,-3.207
OMV.FCR,2.961,-1.265
OMV.FCS,-0.24,3.614
OMV.FCU,-0.368,-3.72
OMV.FCX,0.657,3.784
OMV.FDA,-3.329,-2.92
OMV.FDB,0.606,-1.743
OMV.FDD,4.375,1.151
OMV.FDE,-3.559,0.688
OMV.FDG,0.732,4.439
OMV.FDH,2.852,0.189
OMV.FDK,4.373,-2.321
OMV.FDN,1.845,-0.844
OMV.FDO,-3.53,-3.265
OMV.FDP,-3.517,1.126
OMV.FDQ,4.023,4.137
OMV.FDR,-1.918,2.278
OMV.FDS,2.126,-3.093
OMV.FDV,-3.876,-3.064
OMV.FDX,0.334,2.585
OMV.FEB,-0.091,0.286
OMV.FEC,0.033,4.381
OMV.FEE,-0.09,-1.336
OMV.FEF,1.02,1.026
OMV.FEH,-1.254,3.511
OMV.FEJ,-1.93,-0.494
OMV.FEM,3.344,-1.025
OMV.FET,2.444,-1.658
OMV.FEU,1.527,-0.659
OMV.FEW,0.173,-4.037
OMV.FEX,-1.956,-0.942
OMV.FFA,2.573,2.433
OMV.FFD,2.228,3.798
OMV.FFG,-2.106,-2.013
OMV.FFH,-3.473,-2.373
OMV.FFI,0.247,-1.996
OMV.FFJ,2.91,3.143
OMV.FFL,-4.135,-4.302
OMV.FFQ,-3.629,1.191
OMV.FFR,-3.209,-1.601
OMV.FFS,3.515,3.275
OMV.FFT,1.878,2.379
OMV.FFW,-1.907,-1.665
OMV.FFY,1.31,-0.995
OMV.FFZ,-4.481,1.456
OMV.FGE,0.921,0.397
OMV.FGF,1.814,3.11
OMV.FGG,-4.324,-2.339
OMV.FGI,-2.152,1.025
OMV.FGK,3.362,-1.731
OMV.FGL,4.055,1.343
OMV.FGP,-3.458,-3.539
OMV.FGQ,2.338,-3.908
OMV.FGT,-3.046,-0.074
OMV.FGU,-2.535,-2.688
OMV.FGX,-0.756,-0.479
OMV.FGZ,-1.89,-2.37
OMV.FHA,2.776,2.048
OMV.FHB,2.693,-0.876
OMV.FHC,1.154,0.461
OMV.FHD,0.256,1.241
OMV.FHH,-1.199,-3.236
OMV.FHJ,1.11,1.901
OMV.FHM,2.315,1.197
OMV.FHN,-4.101,2.859
OMV.FHQ,-3.904,-3.51
OMV.FHS,-0.652,-3.092
OMV.FHU,-4.345,4.414
OMV.FHV,-2.368,1.151
OMV.FHW,2.443,-0.962
OMV.FHX,0.367,-1.375
OMV.FHY,-2.63,-2.17
OMV.FIB,-2.104,3.774
OMV.FID,-0.666,0.853
OMV.FIE,1.121,-2.506
OMV.FIF,0.818,2.997
OMV.FIG,-3.287,-0.861
OMV.FIH,-1.466,2.014
OMV.FIJ,-3.223,-2.751
OMV.FIK,-1.527,-1.423
OMV.FIM,-1.127,-0.731
OMV.FIO,3.397,-4.069
OMV.FIP,1.924,2.586
OMV.FIS,3.464,-3.18
OMV.FIX,3.207,2.748
OMV.FIY,3.378,1.038
OMV.FJA,-3.091,4.351
OMV.FJC,-2.97,2.428
OMV.FJF,1.597,3.93
OMV.FJG,1.047,-1.768
OMV.FJJ,-0.263,-4.013
OMV.FJL,-4.166,-3.589
OMV.FJN,3.454,0.763
OMV.FJO,-3.977,-3.237
OMV.FJR,3.823,3.327
OMV.FJS,-2.714,-3.51
OMV.FJX,0.656,-0.382
OMV.FJY,1.161,-2.761
OMV.FJZ,-3.663,-2.03
